Fecha de Inscripción;Género;Distrito;Tramos de Edad;Nivel Educativo;Desempleada/o e inscrita/o como demandante de empleo en una ofic;Servicio demandado
sep-20;Hombre;;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion,Autoempleo
sep-20;Mujer;;Entre 56 y 65 años;ESO;Si;Orientacion
sep-20;Hombre;Hortaleza;Entre 26 y 35 años;FP Grado Superior;No;Intermediacion
sep-20;Mujer;;Menor de 25 años;ESO;No;Orientacion
sep-20;Mujer;Arganzuela;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);Si;Autoempleo
sep-20;Mujer;;Menor de 25 años;Estudios Postgrado;Si;Orientacion
sep-20;Mujer;Latina;Menor de 25 años;Bachillerato;No;Orientacion,Autoempleo
sep-20;Hombre;CiudadLineal;Menor de 25 años;FP Grado Medio;No;Orientacion,Intermediacion,Autoempleo
sep-20;Hombre;Latina;Entre 26 y 35 años;Acceso a Mayores de 25 y/o 45 años;No;Autoempleo
sep-20;Hombre;;Menor de 25 años;Bachillerato;No;Orientacion
sep-20;Mujer;;Menor de 25 años;ESO;No;Autoempleo
sep-20;Mujer;PuenteVallecas;Entre 26 y 35 años;Bachillerato;Si;Intermediacion
sep-20;Mujer;MoncloaAravaca;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
sep-20;Mujer;VillaVallecas;Menor de 25 años;ESO;No;Intermediacion
sep-20;Hombre;Usera;Menor de 25 años;Graduado Escolar;Si;Orientacion
sep-20;Mujer;Vicalvaro;Menor de 25 años;Bachillerato;Si;Orientacion
sep-20;Mujer;;Entre 36 y 45 años;ESO;Si;Orientacion
sep-20;Mujer;MoncloaAravaca;Entre 46 y 55 años;Estudios Postgrado;Si;Orientacion
sep-20;Hombre;Moratalaz;Menor de 25 años;ESO;No;Orientacion
sep-20;Mujer;Vicalvaro;Menor de 25 años;ESO;No;Orientacion
sep-20;Mujer;Arganzuela;Entre 46 y 55 años;FP Grado Superior;Si;Orientacion
sep-20;Hombre;;Entre 46 y 55 años;FP Grado Medio;Si;Orientacion,Intermediacion
sep-20;Mujer;Carabanchel;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
sep-20;Mujer;;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Autoempleo
sep-20;Mujer;Retiro;Menor de 25 años;FP Grado Superior;No;Orientacion
sep-20;Mujer;Tetuan;Menor de 25 años;FP Grado Superior;No;Orientacion,Intermediacion
sep-20;Mujer;CiudadLineal;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
sep-20;Mujer;Vicalvaro;Menor de 25 años;ESO;Si;Autoempleo
sep-20;Mujer;Villaverde;Menor de 25 años;FP Grado Superior;No;Orientacion
sep-20;Hombre;;Entre 26 y 35 años;ESO;No;Orientacion
sep-20;Mujer;CiudadLineal;Menor de 25 años;ESO;No;Orientacion
sep-20;Mujer;Hortaleza;Entre 26 y 35 años;FP Grado Superior;Si;Orientacion
sep-20;Hombre;Tetuan;Menor de 25 años;ESO;No;Orientacion
sep-20;Hombre;Tetuan;Menor de 25 años;ESO;No;Orientacion
sep-20;Mujer;Retiro;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Autoempleo
sep-20;Hombre;Tetuan;Menor de 25 años;ESO;No;Orientacion
sep-20;Hombre;;Menor de 25 años;Sin Estudios;Si;Orientacion
sep-20;Hombre;;Menor de 25 años;Sin Estudios;Si;Orientacion
sep-20;Hombre;;Menor de 25 años;Sin Estudios;Si;Orientacion
sep-20;Hombre;;Entre 36 y 45 años;FP Grado Superior;No;Orientacion
sep-20;Hombre;;Menor de 25 años;Sin Estudios;Si;Orientacion
sep-20;Mujer;Fuencarral;Menor de 25 años;Bachillerato;No;Intermediacion
sep-20;Hombre;Hortaleza;Menor de 25 años;Bachillerato;No;Orientacion
sep-20;Mujer;;Menor de 25 años;ESO;No;Orientacion
sep-20;Mujer;Chamartin;Entre 26 y 35 años;Estudios Postgrado;Si;Intermediacion
sep-20;Hombre;Latina;Menor de 25 años;Bachillerato;No;Orientacion
sep-20;Mujer;;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Autoempleo
sep-20;Mujer;Hortaleza;Menor de 25 años;ESO;No;Orientacion
sep-20;Hombre;Carabanchel;Entre 46 y 55 años;FP Grado Superior;No;Orientacion
sep-20;Mujer;PuenteVallecas;Menor de 25 años;Bachillerato;No;Orientacion,Intermediacion
sep-20;Hombre;VillaVallecas;Menor de 25 años;FP Grado Medio;No;Autoempleo
sep-20;Mujer;Latina;Entre 36 y 45 años;FP Grado Medio;No;Orientacion,Intermediacion
sep-20;Mujer;PuenteVallecas;Entre 46 y 55 años;FP Grado Medio;Si;Orientacion
sep-20;Mujer;Chamberi;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
sep-20;Mujer;Chamberi;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Autoempleo
sep-20;Mujer;Carabanchel;Entre 36 y 45 años;Estudios Postgrado;Si;Intermediacion
sep-20;Mujer;;Entre 56 y 65 años;FP Grado Superior;Si;Orientacion
sep-20;Mujer;Moratalaz;Entre 36 y 45 años;Bachillerato;No;Orientacion
sep-20;Mujer;Carabanchel;Entre 36 y 45 años;Estudios Postgrado;Si;Orientacion
sep-20;Hombre;;Menor de 25 años;Bachillerato;No;Orientacion
sep-20;Mujer;Chamberi;Menor de 25 años;COU;No;Orientacion,Intermediacion,Autoempleo
sep-20;Mujer;Barajas;Entre 46 y 55 años;BUP;No;Intermediacion
sep-20;Mujer;Hortaleza;Menor de 25 años;Estudios Postgrado;Si;Intermediacion
sep-20;Hombre;PuenteVallecas;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
sep-20;Mujer;Chamartin;Menor de 25 años;Bachillerato;Si;Orientacion,Intermediacion,Autoempleo
sep-20;Mujer;Carabanchel;Menor de 25 años;Bachillerato;No;Orientacion,Intermediacion
sep-20;Mujer;Hortaleza;Menor de 25 años;Bachillerato;No;Orientacion,Intermediacion,Autoempleo
sep-20;Mujer;PuenteVallecas;Entre 56 y 65 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
sep-20;Mujer;Tetuan;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
sep-20;Mujer;PuenteVallecas;Menor de 25 años;FP Grado Superior;No;Orientacion,Intermediacion,Autoempleo
sep-20;Mujer;;Entre 36 y 45 años;Graduado Escolar;Si;Intermediacion
sep-20;Mujer;Arganzuela;Entre 46 y 55 años;FP Grado Medio;No;Intermediacion
sep-20;Hombre;Villaverde;Menor de 25 años;ESO;Si;Orientacion
sep-20;Mujer;SanBlasCanillejas;Entre 26 y 35 años;Bachillerato;No;Orientacion,Intermediacion
sep-20;Mujer;;Menor de 25 años;FP Grado Medio;No;Orientacion,Autoempleo
sep-20;Hombre;Retiro;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
sep-20;Hombre;Usera;Entre 26 y 35 años;Bachillerato;No;Orientacion,Intermediacion,Autoempleo
sep-20;Hombre;Vicalvaro;Menor de 25 años;Bachillerato;Si;Orientacion,Intermediacion,Autoempleo
sep-20;Mujer;;Entre 26 y 35 años;FP Grado Superior;Si;Intermediacion
sep-20;Hombre;CiudadLineal;Menor de 25 años;ESO;No;Orientacion
sep-20;Mujer;PuenteVallecas;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion
sep-20;Hombre;SanBlasCanillejas;Menor de 25 años;Bachillerato;No;Orientacion
sep-20;Hombre;;Menor de 25 años;FP Grado Superior;Si;Orientacion
sep-20;Hombre;Villaverde;Menor de 25 años;FP Grado Medio;Si;Autoempleo
sep-20;Hombre;;Entre 56 y 65 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
sep-20;Mujer;CiudadLineal;Menor de 25 años;ESO;No;Autoempleo
sep-20;Mujer;Villaverde;Menor de 25 años;Bachillerato;Si;Orientacion,Intermediacion,Autoempleo
sep-20;Mujer;;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion,Autoempleo
sep-20;Hombre;Vicalvaro;Menor de 25 años;ESO;No;Orientacion
sep-20;Mujer;;Menor de 25 años;ESO;No;Orientacion
sep-20;Mujer;Retiro;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
sep-20;Mujer;VillaVallecas;Menor de 25 años;ESO;No;Orientacion,Intermediacion
sep-20;Mujer;PuenteVallecas;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion
sep-20;Hombre;Hortaleza;Menor de 25 años;Bachillerato;No;Orientacion
sep-20;Mujer;Centro;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
sep-20;Mujer;VillaVallecas;Menor de 25 años;Bachillerato;No;Orientacion,Intermediacion
sep-20;Mujer;SanBlasCanillejas;Entre 46 y 55 años;Bachillerato;Si;Orientacion,Intermediacion,Autoempleo
sep-20;Hombre;Retiro;Menor de 25 años;ESO;No;Orientacion
sep-20;Mujer;;Menor de 25 años;Bachillerato;Si;Orientacion
sep-20;Hombre;Salamanca;Entre 36 y 45 años;FP Grado Superior;Si;Intermediacion
sep-20;Mujer;SanBlasCanillejas;Entre 46 y 55 años;Graduado Escolar;No;Autoempleo
sep-20;Mujer;Chamberi;Entre 36 y 45 años;FP Grado Superior;Si;Intermediacion
sep-20;Hombre;;Menor de 25 años;ESO;No;Orientacion
sep-20;Hombre;PuenteVallecas;Entre 26 y 35 años;Bachillerato;Si;Orientacion,Intermediacion
sep-20;Mujer;Chamartin;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
sep-20;Mujer;;Menor de 25 años;Bachillerato;No;Orientacion
sep-20;Hombre;CiudadLineal;Menor de 25 años;Bachillerato;No;Orientacion
sep-20;Hombre;Villaverde;Menor de 25 años;Bachillerato;No;Orientacion,Intermediacion
sep-20;Mujer;Latina;Menor de 25 años;Bachillerato;No;Orientacion,Intermediacion
sep-20;Hombre;Villaverde;Menor de 25 años;Bachillerato;Si;Intermediacion
sep-20;Hombre;;Menor de 25 años;Sin Estudios;Si;Autoempleo
sep-20;Mujer;SanBlasCanillejas;Entre 36 y 45 años;Bachillerato;Si;Orientacion
sep-20;Mujer;Villaverde;Entre 26 y 35 años;ESO;Si;Orientacion,Intermediacion,Autoempleo
sep-20;Hombre;Villaverde;Entre 26 y 35 años;Bachillerato;Si;Orientacion,Intermediacion,Autoempleo
sep-20;Hombre;Retiro;Menor de 25 años;FP Grado Medio;No;Intermediacion
sep-20;Mujer;;Entre 26 y 35 años;ESO;Si;Orientacion,Intermediacion,Autoempleo
sep-20;Mujer;Usera;Entre 26 y 35 años;Graduado Escolar;Si;Intermediacion
sep-20;Hombre;Hortaleza;Menor de 25 años;Bachillerato;No;Orientacion,Intermediacion,Autoempleo
sep-20;Hombre;Retiro;Menor de 25 años;ESO;No;Autoempleo
sep-20;Mujer;Chamberi;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
sep-20;Mujer;;Menor de 25 años;ESO;No;Orientacion
sep-20;Hombre;Usera;Menor de 25 años;ESO;No;Orientacion,Intermediacion,Autoempleo
sep-20;Mujer;;Entre 36 y 45 años;FP Grado Superior;No;Orientacion,Intermediacion
sep-20;Mujer;Tetuan;Menor de 25 años;ESO;No;Orientacion
sep-20;Hombre;VillaVallecas;Entre 46 y 55 años;FP Grado Superior;Si;Orientacion,Intermediacion
sep-20;Mujer;Vicalvaro;Menor de 25 años;Bachillerato;No;Orientacion
sep-20;Mujer;VillaVallecas;Menor de 25 años;Bachillerato;Si;Intermediacion
sep-20;Mujer;PuenteVallecas;Menor de 25 años;Bachillerato;Si;Intermediacion
sep-20;Mujer;Centro;Entre 26 y 35 años;FP Grado Superior;No;Intermediacion
sep-20;Hombre;Retiro;Menor de 25 años;ESO;No;Orientacion,Intermediacion,Autoempleo
sep-20;Hombre;Villaverde;Menor de 25 años;Bachillerato;Si;Orientacion,Intermediacion,Autoempleo
sep-20;Hombre;;Menor de 25 años;ESO;No;Orientacion
sep-20;Hombre;;Entre 56 y 65 años;Bachillerato;No;Intermediacion
sep-20;Hombre;Hortaleza;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion,Autoempleo
sep-20;Mujer;Villaverde;Entre 26 y 35 años;Estudios Postgrado;No;Orientacion
sep-20;Hombre;Barajas;Menor de 25 años;Bachillerato;No;Intermediacion
sep-20;Hombre;PuenteVallecas;Entre 26 y 35 años;FP Grado Medio;No;Orientacion
sep-20;Mujer;Arganzuela;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Autoempleo
sep-20;Mujer;;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
sep-20;Hombre;;Menor de 25 años;Bachillerato;No;Orientacion,Autoempleo
sep-20;Mujer;Barajas;Entre 46 y 55 años;ESO;Si;Orientacion
sep-20;Mujer;Hortaleza;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion
sep-20;Mujer;;Menor de 25 años;FP Grado Medio;No;Orientacion,Autoempleo
sep-20;Mujer;Moratalaz;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion
sep-20;Hombre;;Menor de 25 años;Bachillerato;No;Autoempleo
sep-20;Mujer;Chamartin;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
sep-20;Mujer;CiudadLineal;Menor de 25 años;Bachillerato;No;Orientacion
sep-20;Mujer;Hortaleza;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion,Autoempleo
sep-20;Mujer;Vicalvaro;Entre 36 y 45 años;ESO;No;Orientacion
sep-20;Mujer;Fuencarral;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
sep-20;Hombre;SanBlasCanillejas;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion,Autoempleo
sep-20;Hombre;Moratalaz;Menor de 25 años;ESO;No;Orientacion,Intermediacion,Autoempleo
sep-20;Mujer;Tetuan;Entre 26 y 35 años;Estudios Postgrado;Si;Intermediacion
sep-20;Hombre;;Menor de 25 años;ESO;No;Orientacion
sep-20;Hombre;PuenteVallecas;Menor de 25 años;ESO;No;Orientacion
sep-20;Mujer;CiudadLineal;Menor de 25 años;Estudios Postgrado;Si;Orientacion
sep-20;Mujer;Carabanchel;Menor de 25 años;Bachillerato;Si;Orientacion
sep-20;Mujer;PuenteVallecas;Menor de 25 años;FP Grado Superior;No;Orientacion,Intermediacion
sep-20;Mujer;VillaVallecas;Entre 56 y 65 años;Bachillerato;Si;Intermediacion,Autoempleo
sep-20;Mujer;Hortaleza;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);Si;Intermediacion
sep-20;Mujer;Centro;Entre 46 y 55 años;FP Grado Superior;Si;Intermediacion
sep-20;Hombre;Retiro;Menor de 25 años;Estudios Postgrado;No;Orientacion,Intermediacion,Autoempleo
sep-20;Mujer;VillaVallecas;Entre 56 y 65 años;Bachillerato;Si;Orientacion
sep-20;Mujer;;Entre 36 y 45 años;Sin Estudios;Si;Orientacion,Intermediacion,Autoempleo
sep-20;Mujer;SanBlasCanillejas;Entre 36 y 45 años;Bachillerato;No;Orientacion,Intermediacion
sep-20;Mujer;VillaVallecas;Entre 56 y 65 años;Bachillerato;Si;Orientacion
sep-20;Hombre;Usera;Menor de 25 años;ESO;Si;Orientacion
sep-20;Mujer;Villaverde;Menor de 25 años;ESO;No;Autoempleo
sep-20;Mujer;Carabanchel;Entre 26 y 35 años;FP Grado Superior;Si;Intermediacion
sep-20;Hombre;Tetuan;Entre 26 y 35 años;Estudios Postgrado;No;Orientacion,Intermediacion,Autoempleo
sep-20;Mujer;Tetuan;Entre 26 y 35 años;Estudios Postgrado;No;Orientacion,Intermediacion,Autoempleo
sep-20;Mujer;Hortaleza;Entre 46 y 55 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
sep-20;Mujer;Fuencarral;Menor de 25 años;ESO;No;Orientacion,Intermediacion,Autoempleo
sep-20;Mujer;;Menor de 25 años;Bachillerato;No;Orientacion
sep-20;Mujer;Retiro;Menor de 25 años;Bachillerato;No;Orientacion,Intermediacion
sep-20;Mujer;Usera;Menor de 25 años;Bachillerato;No;Orientacion
sep-20;Mujer;PuenteVallecas;Menor de 25 años;Bachillerato;No;Intermediacion
sep-20;Mujer;;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion
sep-20;Mujer;PuenteVallecas;Entre 36 y 45 años;Estudios Postgrado;No;Orientacion
sep-20;Mujer;Chamartin;Menor de 25 años;Bachillerato;No;Orientacion
sep-20;Mujer;;Menor de 25 años;FP Grado Superior;No;Orientacion
sep-20;Mujer;Carabanchel;Menor de 25 años;Bachillerato;Si;Intermediacion
sep-20;Hombre;Fuencarral;Menor de 25 años;ESO;No;Orientacion,Intermediacion
sep-20;Mujer;CiudadLineal;Menor de 25 años;Bachillerato;No;Orientacion
sep-20;Mujer;CiudadLineal;Menor de 25 años;Bachillerato;No;Orientacion
sep-20;Hombre;Chamberi;Entre 26 y 35 años;Estudios Postgrado;No;Autoempleo
sep-20;Mujer;Carabanchel;Menor de 25 años;Bachillerato;Si;Orientacion
sep-20;Mujer;PuenteVallecas;Menor de 25 años;Sin Estudios;Si;Intermediacion
sep-20;Mujer;PuenteVallecas;Menor de 25 años;FP Grado Superior;Si;Orientacion
sep-20;Mujer;VillaVallecas;Entre 26 y 35 años;FP Grado Superior;Si;Intermediacion
sep-20;Hombre;;Entre 26 y 35 años;Graduado Escolar;No;Intermediacion
sep-20;Hombre;Centro;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
sep-20;Mujer;Latina;Entre 26 y 35 años;FP Grado Superior;Si;Orientacion
sep-20;Hombre;;Entre 26 y 35 años;Estudios Postgrado;No;Orientacion
sep-20;Mujer;PuenteVallecas;Entre 26 y 35 años;Bachillerato;No;Orientacion
sep-20;Mujer;Usera;Menor de 25 años;ESO;No;Orientacion
sep-20;Mujer;Chamartin;Entre 26 y 35 años;Estudios Postgrado;Si;Orientacion,Intermediacion
sep-20;Mujer;;Entre 36 y 45 años;Bachillerato;Si;Orientacion
sep-20;Mujer;PuenteVallecas;Menor de 25 años;ESO;Si;Orientacion
sep-20;Hombre;VillaVallecas;Menor de 25 años;ESO;No;Orientacion,Intermediacion
sep-20;Mujer;Vicalvaro;Entre 46 y 55 años;FP Grado Superior;Si;Intermediacion
sep-20;Hombre;Villaverde;Entre 26 y 35 años;FP Grado Medio;Si;Orientacion
sep-20;Hombre;VillaVallecas;Entre 26 y 35 años;FP Grado Medio;No;Intermediacion
sep-20;Mujer;Carabanchel;Menor de 25 años;ESO;No;Orientacion,Intermediacion
sep-20;Mujer;Centro;Menor de 25 años;Bachillerato;No;Orientacion
sep-20;Hombre;Villaverde;Entre 26 y 35 años;FP Grado Medio;Si;Orientacion
sep-20;Hombre;Usera;Entre 26 y 35 años;ESO;No;Orientacion
sep-20;Mujer;Vicalvaro;Entre 26 y 35 años;FP Grado Medio;No;Orientacion
sep-20;Hombre;Carabanchel;Entre 26 y 35 años;Bachillerato;Si;Intermediacion
sep-20;Mujer;MoncloaAravaca;Menor de 25 años;Bachillerato;No;Orientacion,Intermediacion
sep-20;Hombre;Carabanchel;Menor de 25 años;ESO;No;Orientacion
sep-20;Mujer;;Entre 26 y 35 años;ESO;Si;Autoempleo
sep-20;Mujer;;Menor de 25 años;Bachillerato;No;Orientacion
sep-20;Mujer;Salamanca;Menor de 25 años;Bachillerato;No;Autoempleo
sep-20;Mujer;Moratalaz;Entre 26 y 35 años;FP Grado Superior;Si;Orientacion
sep-20;Mujer;;Menor de 25 años;Bachillerato;No;Orientacion
sep-20;Mujer;Hortaleza;Entre 26 y 35 años;Bachillerato;No;Orientacion
sep-20;Mujer;Usera;Entre 26 y 35 años;Bachillerato;No;Orientacion,Intermediacion
sep-20;Mujer;Chamberi;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
sep-20;Mujer;CiudadLineal;Entre 46 y 55 años;FP Grado Medio;Si;Orientacion
sep-20;Mujer;Salamanca;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion,Autoempleo
sep-20;Hombre;Carabanchel;Menor de 25 años;Bachillerato;Si;Orientacion
sep-20;Mujer;;Menor de 25 años;FP Grado Superior;Si;Orientacion,Intermediacion
sep-20;Mujer;CiudadLineal;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Autoempleo
sep-20;Mujer;VillaVallecas;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion
sep-20;Hombre;Villaverde;Menor de 25 años;FP Grado Medio;No;Orientacion
sep-20;Mujer;Retiro;Menor de 25 años;Bachillerato;No;Orientacion
sep-20;Hombre;MoncloaAravaca;Entre 26 y 35 años;FP Grado Superior;No;Orientacion
sep-20;Hombre;PuenteVallecas;Menor de 25 años;FP Grado Superior;No;Autoempleo
sep-20;Hombre;;Entre 36 y 45 años;Bachillerato;No;Intermediacion
sep-20;Mujer;PuenteVallecas;Entre 26 y 35 años;Bachillerato;No;Intermediacion
sep-20;Mujer;Vicalvaro;Menor de 25 años;Bachillerato;No;Intermediacion
sep-20;Hombre;Fuencarral;Entre 36 y 45 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion
sep-20;Mujer;;Menor de 25 años;ESO;No;Orientacion
sep-20;Mujer;Chamartin;Entre 26 y 35 años;Sin Estudios;Si;Orientacion,Intermediacion
sep-20;Hombre;Centro;Menor de 25 años;ESO;No;Orientacion
sep-20;Mujer;;Menor de 25 años;Estudios Postgrado;Si;Orientacion,Autoempleo
sep-20;Hombre;CiudadLineal;Entre 26 y 35 años;FP Grado Medio;Si;Orientacion,Intermediacion
sep-20;Mujer;Barajas;Entre 36 y 45 años;Estudios Doctorado;No;Orientacion,Intermediacion
sep-20;Hombre;;Menor de 25 años;Bachillerato;Si;Orientacion,Intermediacion
sep-20;Hombre;Retiro;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion
sep-20;Hombre;PuenteVallecas;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Intermediacion
sep-20;Hombre;Moratalaz;Entre 36 y 45 años;Graduado Escolar;Si;Orientacion,Intermediacion
sep-20;Hombre;PuenteVallecas;Menor de 25 años;ESO;Si;Orientacion
sep-20;Hombre;Chamartin;Entre 26 y 35 años;Estudios de Grado (Diplomado / Licenciado);Si;Orientacion,Intermediacion
sep-20;Mujer;PuenteVallecas;Menor de 25 años;ESO;Si;Autoempleo
sep-20;Hombre;PuenteVallecas;Entre 26 y 35 años;FP Grado Superior;Si;Autoempleo
sep-20;Hombre;PuenteVallecas;Entre 26 y 35 años;FP Grado Superior;Si;Autoempleo
sep-20;Mujer;;Entre 26 y 35 años;Estudios Postgrado;No;Orientacion,Intermediacion
sep-20;Mujer;Barajas;Entre 26 y 35 años;FP Grado Superior;Si;Autoempleo
sep-20;Mujer;;Menor de 25 años;Bachillerato;No;Orientacion,Intermediacion
sep-20;Mujer;;Menor de 25 años;FP Grado Superior;No;Orientacion
sep-20;Hombre;;Menor de 25 años;FP Grado Medio;No;Orientacion
sep-20;Mujer;Latina;Menor de 25 años;Bachillerato;Si;Orientacion
sep-20;Mujer;Carabanchel;Entre 26 y 35 años;FP Grado Medio;Si;Orientacion,Intermediacion,Autoempleo
sep-20;Mujer;Centro;Entre 26 y 35 años;Bachillerato;No;Orientacion
sep-20;Mujer;;Entre 26 y 35 años;FP Grado Superior;Si;Autoempleo
sep-20;Mujer;SanBlasCanillejas;Menor de 25 años;Bachillerato;No;Orientacion
sep-20;Mujer;SanBlasCanillejas;Menor de 25 años;ESO;Si;Orientacion
sep-20;Mujer;Villaverde;Entre 26 y 35 años;Estudios Postgrado;Si;Autoempleo
sep-20;Mujer;Villaverde;Menor de 25 años;Estudios de Grado (Diplomado / Licenciado);No;Orientacion,Intermediacion,Autoempleo
sep-20;Mujer;Usera;Entre 46 y 55 años;Graduado Escolar;No;Intermediacion
sep-20;Mujer;;Entre 36 y 45 años;Bachillerato;Si;Intermediacion
sep-20;Mujer;Moratalaz;Menor de 25 años;Bachillerato;No;Orientacion,Autoempleo
sep-20;Mujer;Vicalvaro;Menor de 25 años;FP Grado Superior;No;Orientacion,Autoempleo
